,prompt,completion,topics
283,What is an ESA?,"A Coverdell ESA (named for the guy in Congress who pushed for it) is a trust account that allows you to save and grow your money for education costs. With an ESA, you can choose almost any kind of investment—stocks, bonds and mutual funds. The contribution limit is $2,000 per child per year. Here are the main features:  Money must be used by the beneficiary by age 30 or given to another family member for educational purposes to avoid taxes and penalties.  An ESA can be used for primary and secondary school, not just college expenses.  An ESA has income restrictions. You can’t contribute to an ESA if you make more than $110,000 (single) or $220,000 (married filing jointly).3  You can’t contribute more $2,000 to an ESA per child, per year.  Money that isn’t spent on educational expenses is taxed. The beneficiary pays the tax.",['']
284,What does four walls mean?,"Food, utilities, shelter, and transportation. The basic expenses you need to pay for to keep you and your family going. If you’re having trouble paying your bills, focus on your Four Walls first. You’ll have a lot more peace and can make better money decisions when you know the light bill is paid and you’ll have food on the table for your family. ",['']
285,What is gross income?,"Your pre-tax, pre-deduction wages. For example, if you earn $50,000 a year and get paid monthly, your gross pay is $4,166 a month. Net Income is your income after taxes and other deductions are taken out—aka your take-home pay. This is also how we calculate how much mortgage you can afford.",['']
286,What is an HSA?,A tax-advantaged savings account that allows you to set aside money for medical expenses. You don’t pay taxes on the money you put in your HSA. And you can use the money tax-free for qualified medical expenses. You can also invest the money in your HSA in mutual funds and it grows tax-free as well. You must have a high-deductible health plan to qualify to open an HSA.,['']
287,What is an interest rate?,"For borrowed money, this is the amount a lender charges for a loan. It’s a percentage of the total amount you borrow. So, If you borrow $1,000 at 10% interest, you pay back the $1,000 plus $100 in interest ($1,000 X 10% = $100). (Per year)     For saved money, it’s the percentage a bank or financial institution pays you for saving money. So, if you kept $1,000 in a savings account that pays 10% interest for a year, you’d have $1,100.",['']
288,What is a shrinking fund?,"Money you set aside over time so you can buy something with cash—for example, saving $400 a month for 10 months to buy a $4,000 car.",['']
289,What is a sinking fund?,"Money you set aside over time so you can buy something with cash—for example, saving $400 a month for 10 months to buy a $4,000 car.",['']
290,What is a tithe?,"A gift from the first 10% of your income, given to the local church. The Bible explains that tithing is an important part of faith for those who follow God and that your tithe should be money you set aside first. That’s why we say you should start your budget with giving—because when you tithe before making a plan with the rest of your money, you’re making it a priority instead of an afterthought.",['']
291,What is a tithe?,"A gift from the first 10% of your income, given to the local church. The Bible explains that tithing is an important part of faith for those who follow God and that your tithe should be money you set aside first. That’s why we say you should start your budget with giving—because when you tithe before making a plan with the rest of your money, you’re making it a priority instead of an afterthought.    Even if you’re in debt or walking through a rough financial season, tithing should still be a priority. While it’s tempting to throw that money at your debt, the discipline and faith that tithing brings are so worth it. Even while you’re paying down debt, you can still have an attitude of generosity.    While tithing 10% of your income is biblical, that doesn’t mean you have to be a Christian to tithe. It also doesn’t mean you’re a bad Christian if you don’t tithe. And guess what? God loves us when we give and when we don’t give. ",['']
292,What is a zero-based budget?,"A monthly budget that puts every dollar you earn into specific categories—giving, saving and spending—so you will get zero when your income is subtracted from your expenses. This is the best budgeting method because you give every dollar of your income a job to do. You know where your money is going instead of wondering where it went. ",['']
293,What is the CARES act?,"Coronavirus Aid, Relief, and Economic Security Act (aka the CARES Act) that was signed in March 2020 by President Trump as a way to help keep Americans and businesses afloat as we ride out the pandemic. As part of the CARES Act, payments for federally-owned student loans were suspended until September 30, 2020 (but it was extended several times—most recently through August 31, 2022). We still encourage borrowers to keep paying on their student loans if they can because it will all go straight to the principal. ",['']
294,What is a direct PLUS loan?,A federal loan parents can take out for their dependent students or that graduate students can take out for themselves. The idea is to cover any gaps in school costs after students have exhausted private loans. There are two types of Direct PLUS Loans: Parent PLUS Loans and Grad PLUS Loans.,['']
295,What is a direct subsidized loan?,"A federal undergraduate loan for students who show financial need based on their FAFSA. The government pays the interest until the time comes to start paying the loans back. Once the student leaves school or drops below a certain number of credit hours, there’s a six-month grace period before repayment starts and interest begins to build up. ",['']
296,What is a direct unsubsidized loan?,"A federal undergraduate or graduate loan where students do not have to demonstrate financial need. With unsubsidized loans, the government doesn’t cover the interest—interest starts building up from the minute the school gets the loan money. ",['']
297,What is FAFSA?,The Free Application for Federal Student Aid (or FAFSA) is the form schools will use to decide how much money to offer you for college and also what kinds of financial aid you qualify for. You have to fill out the FAFSA to get federal student loans. But we recommend it to get scholarships and grants that you don’t have to pay back (aka free money)! ,['']
298,What is the Federal Family Education Loan Program?,Program—This was a program that worked with private lenders to provide student loans guaranteed by the federal government. The FFEL Program ended in 2010. All loans are now made through the William D. Ford Federal Direct Loan Program. ,['']
299,What is a federal student loan?,"Federal student loans are funded by the U.S. Department of Education for borrowers to put toward college or career school. The federal government’s student loan program is called the William D. Ford Direct Loan Program, or Direct Loan for short. In order to get federal student loans, you have to fill out the FAFSA every year.",['']
300,What is a Grad PLUS loan?,A type of federal student loan (Direct PLUS Loan) for students attending graduate or professional school.,['']
301,What is a Income share agreement?,"An agreement between a student and a college where the school covers a portion of the student’s expenses for tuition and room and board—up to a certain amount—while the student is enrolled. In exchange, the student agrees to fork over a percentage of their salary to the university after graduation (for years to come).",['']
302,What is a private student loan?,"A non-federal loan students can use to pay for college. Private student loans are issued by a bank, credit union, state loan agency or some other kind of financial institution. They usually have higher interest rates than federal loans. ",['']
303,What is public service loan forgiveness?,"The Public Service Loan Forgiveness (PSLF) program began in 2007. You have to work an approved job and go 10 years without a single late payment on your student loans before you can apply for public service loan forgiveness. But in 2020, only 1.27% of applications for the Public Student Loan Forgiveness Program were approved.",['']
304,What is a standard repayment plan?,"The government or your lender provides a schedule to pay off your student loan with a set monthly payment amount. For federal loans, the plan is for 10 years. Private loans will vary.",['']
305,What is an extended repayment plan?,"This plan extends federal student loan payments beyond the Standard Repayment Plan. To qualify, borrowers with Direct Loans must not have a balance of more than $30,000, and borrowers with FFEL Program loans must have had no outstanding balance as of October 7, 1998, or no more than $30,000 after October 7, 1998. The payments could be fixed or graduated (meaning the payments increase little by little) and are designed to pay off the loan in 25 years. But of course, the longer you extend a loan, the more you’ll pay in interest the long run.",['']
306,What is a graduated repayment plan?,"In a graduated repayment plan, the payments start off lower, but they increase every couple of years or so. The goal is to pay off the loan in 10 years.",['']
307,What is an income-driven repayment plan?,"Repayment plans that base your monthly federal student loan payment on your income and family size. It’s marketed as an easier, more convenient alternative to a standard repayment plan, but really it’s a load of crap and it keeps you in debt decades longer than necessary.",['']
308,What is an income-based repayment plan?,"This plan bases your payments on a percentage of your income. Usually, you’ll pay between 10–15% of your income after taxes and personal expenses are covered. The payments are recalculated every year and adjusted for things like the size of your family and your current earnings.",['']
309,What is an income-contingent repayment plan?,This is similar to the income-based plan but is based on 20% of your discretionary income (that’s the amount of income you have left after your set expenses are taken care of). The rates are adjusted every year and the balance can be forgiven—and taxed—over time (usually 25 years). ,['']
310,What is an income-sensitive repayment plan?,"This is similar to other income-related plans, but the payment is based on your total income before taxes and other expenses, instead of your discretionary income. The loan payment is calculated to be paid off in 10 years. ",['']
311,What is a pay as you earn repayment plan?,"With the PAYE plan, you make monthly payments that equal 10% of your “discretionary income,” or what you can afford to pay based on the size of your family and your adjusted gross income. ",['']
312,What are service member benefits?,"Military service members may be eligible for several programs that help with student loans including interest rate reductions, payment reductions, postponed payments, post-active-duty student deferment, and national guard duty mandatory forbearance. But even if you qualify, this shouldn’t be your main plan of attacking your student loans because postponing payments only slows down your progress.",['']
313,What is student loan consolidation?,The goal with student loan consolidation is to roll all your different student loan payments into one monthly payment. Student loans are the only kind of debt consolidation we recommend—but only if it doesn’t extend your loan term or raise your interest rate. Only federal student loans can be consolidated.,['']
314,Is there really a student loan crisis?,"Let’s be real. The student loan crisis in this country is too serious to ignore. Right now, the total amount of student loan debt in the U.S. is over $1.54 trillion. That’s enough to buy more than 4.4 million houses at the national median price of $350,000.1 That’s absolutely insane! ",['']
315,What is wrong with student loans?,"Every year, students sign up for tens of thousands of dollars in loans without batting an eye. Why? Because most of the time, they have no idea what they’re getting themselves into—that’s just how they’ve been told paying for college works. 						    The stats can be overwhelming. And here‘s what makes those numbers worse: Almost 70% of high school grads will study at a four-year college, but only two-thirds of them will actually graduate with a degree.2 That means many students who take out loans leave school with nothing to show for it—except debt. That’s not okay! ",['']
316,Are student loans good debt?,Well-meaning people will tell you that student loans are “good debt.” But there’s just no such thing. College is great—if you do it the right way. That means paying for it with cash and walking across that stage with nothing hanging over your head except the tassel from your cap. Check out the graphic above. Too many people can‘t focus on their future because they‘re paying for their past. Don't let student debt steal your focus for 20 years!,['student loans']
317,"Without a student loan, how can I go to college?","You can decide right now not to become another student loan statistic. It takes a lot of work and a solid plan, but it’s absolutely possible. And remember, paying cash for college is part of The Five Foundations!",['student loans']
318,What are the five foundations for teens?,"SAVE A $500 EMERGENCY FUND: It might sound like a huge feat to get a middle or high schooler to save even $50, but with $500 in the bank, they’ll feel confident knowing they can handle a flat tire, a torn prom dress, or whatever disaster might come their way. And it’s actually not as difficult to save money as they might think—Foundations in Personal Finance covers plenty of creative ways to help them stack cash.    GET OUT OF DEBT: You might be thinking: They’re teenagers! What kind of debt could they possibly have? Unfortunately, debt can be a problem even for your students. Some of them might already have car payments, a credit card, or an ever-growing amount of IOU money they need to pay back to their parents or friends (yes, that counts as debt). And that can really put a damper on their future plans! That's why they need to get out of debt and stay out of debt for the rest of their lives!     PAY CASH FOR YOUR CAR: When a teenager is ready to get their own set of wheels, they need to pay with cash. That way, they won't have to worry about payments so they can focus on their next financial step. Plus, the purchase will mean even more to them and will probably inspire them to be a lot more careful on the road!    PAY CASH FOR COLLEGE: Contrary to popular belief, it is actually possible to get a college degree without taking out any student loans. If your students follow the principles taught in our curricula, they'll be able to avoid the thousands of dollars of debt that most students graduate with and start off adulthood on the right foot!    BUILD WEALTH AND GIVE: When you give your students the tools and knowledge they need to win with money, it starts a ripple effect—and you never know how many lives it could impact. Having the ability to start building wealth early frees your students to pursue their dreams and goals while being outrageously generous.",['kids']
319,What is the cost of student loans?,A student loan payment is based on the total amount borrowed (the principal) and the interest rate. The interest rate depends on the type of loan. Private student loans typically come with higher interest rates than federal student loans.     Monthly student loan payments can take up to 20% of a graduate‘s take-home pay. And it can take up to 30 years to pay student loans back! Take a look at the graphic on the next page to see the impact of those loan payments.,['student loans']
320,What is the opportunity cost of student loans?,"Aaron took $35,000 in loans, but it’s not uncommon for students to have $100,000 or more in loans. And many of those students become teachers or social workers making $30,000–40,000 per year. Their student loan payments hold them back from pursuing other life goals. Graduates with large amounts of student loans report putting off major life events like getting married, buying a house, investing for the future, and having children because of their debt. ",['student loans']
321,Should I get a student loan?,To go and spend money that you don't have to maybe graduate is absolutely ludicrous.,['student loans']
322,What is a 15-Year Fixed-Rate Mortgage?,A home loan that gives a homeowner 15 years to pay back the money they borrowed at an interest rate that won’t change. This is the only type of mortgage we at Ramsey ever recommend because it keeps you on track to pay off your house fast and has the overall lowest total cost.,['mortgage']
323,What is the 25% rule?,"A housing rule we teach at Ramsey to help you know how much house you can afford. It goes like this: Never spend more than 25% of your monthly take-home pay (after tax) on monthly mortgage payments. That 25% limit includes principal, interest, property taxes, home insurance, private mortgage insurance (PMI) and homeowners’ association (HOA) fees.",['house']
324,What is a 30-Year Fixed-Rate Mortgage?,A home loan that gives a homeowner 30 years to pay back the money they borrowed at an interest rate that won’t change. This is a lousy mortgage option because it keeps you in debt for decades and has you paying through the nose in interest payments.,['mortgage']
325,What is a 50-Year Fixed-Rate Mortgage?,A home loan that gives a homeowner 50 years to pay back the money they borrowed at an interest rate that won’t change. This is a lousy mortgage option (even worse than a 30-year mortgage) because it keeps you in debt for decades and has you paying through the nose in interest payments.,['mortgage']
326,What is the 70% rule?,"A general rule that protects house flippers from overspending on the purchase price of a property. By limiting your purchase price to no more than 70% of a home’s after-repair value minus renovation and repair costs, you’ll still earn plenty of profit after you flip and resell it. For example, if investing $50,000 of repairs into a house would increase its value to $300,000, then don’t purchase it for more than $160,000 ($300,000 x 70% = $210,000 - $50,000 = $160,000).",['house']
327,What is Accredited Buyer Representative (ABR)?,A fancy certification for real estate agents who have completed specific training in representing buyers in a real estate transaction.,['']
328,What is a Seller Representative Specialist (SRS)?,A fancy certification for real estate agents who have completed specific training in representing sellers in real estate transactions.,['']
329,What is an Adjustable-Rate Mortgages (ARMs)?,"Risky types of mortgage loans with an interest rate that may start low, but usually rises as the market changes. The banks are screwing you over with ARMs. They’re hedging their bets that the interest rates will increase, and they’re shifting that risk onto you instead of themselves. After a few years, you could be paying an arm and a leg (pun intended) purely on interest rates.",['']
330,What are Agent Duties?,"Somewhere in your buyer’s agent agreement, you can find a list of responsibilities that your real estate agent will be held accountable for, such as finding and showing you potential homes or writing and negotiating offers and contract terms. When you’re reviewing this section, make sure you and your agent are on the same page with expectations you have, like scheduling preferences and communication styles.",['']
331,What is amortization?,"The repayment of your loan over time. While your monthly mortgage payments go toward a bunch of different categories, amortization is concerned with the principal (which is the original amount you borrowed) and the interest (fees that lenders collect for letting you borrow from them). ",['']
332,What is an amortization period?,"The amount of time it takes to pay off your mortgage. This is different than the mortgage term, which tells you how long you’re locked into a mortgage contract with your lender. But they play off each other—like when you do a mortgage refinance. A refinance would change your mortgage term, which could adjust your interest rate and monthly payment and therefore your amortization period. At Ramsey, we’d only tell you to refinance if you’re able to lower your interest rate and shorten your amortization period—as long as you’re prepared for closing costs and it actually makes sense considering how long you’ll be staying in that house. ",['']
333,What is an amortization schedule?,A schedule or table that gives you a visual countdown to the end of your mortgage. It lays out how much of each payment will go toward your interest and principal balances until you pay off the house. Then you’ll be totally debt free! ,['']
334,What is an appraisal?,A schedule or table that gives you a visual countdown to the end of your mortgage. It lays out how much of each payment will go toward your interest and principal balances until you pay off the house. Then you’ll be totally debt free! ,['']
335,What is an appraised value?,"An estimate of a home’s value based on an appraiser’s comparison of similar homes in the area, which helps to decide how much a buyer could expect to pay and how much a lender will agree to loan a buyer.",['']
336,What is appreciation?,The growth of a home’s value caused by market conditions like how many buyers are looking for homes or how many homes are available. ,['']
337,What is an assessed value?,An estimate of a home’s value provided by local or state governments to determine how much a homeowner pays in property taxes.  ,['']
338,What are the types of auction?,"Absolute Auction—An auction where the highest bid wins   ·   	Minimum Bid Auction—An auction where bidders agree to a minimum amount to participate   ·   	Reserve Auction—Basically a negotiation on top of an auction. The winning bid is treated as an offer to the seller, who then can accept or reject the bid within a certain amount of time.",['']
339,What is a balloon mortgage?,"A type of mortgage where the homeowner makes monthly payments for several years but then agrees to make one large payment at the end of the loan term to cover the remaining balance. They sound nice because they normally come with lower interest rates, but they can be dangerous. If you’re not prepared for that big payment it can devastate your finances.",['']
340,What are balloon payments?,"Large, lump-sum payment of the remaining loan balance due at the end of a loan term.",['']
341,What is a bridge loan?,"A short-term mortgage loan that allows the buyer to use the equity of their current home (the value of the home minus how much is owed) to pay the down payment for a new home. It sounds nice, but payments are much bigger than long-term loans, and so are the penalties and late fees. AND paying the loan back is dependent on the timing of two home sales. Instead of a getting a risky bridge loan, sell your home and wait a bit to buy your next one—or get a good real estate agent who can help you balance selling and buying at the same time. Never buy a second home before selling your first home—it’s too risky!",['']
342,What is a built-for-sale home?,"A home that’s built with the purpose of being sold to someone, but no buyer is lined up at the start of the project. ",['']
343,What is a buyer's agent agreement?,A contract between a home buyer and a real estate agent that defines how the two agree to work together. It sets expectations and protects both the agent and the buyer from an awkward (or expensive!) situation where one doesn’t hold up their end of the deal. ,['']
344,What is Buyer exclusivity and representation?,A section of the buyer’s agent agreement that commits the buyer to only working with the agent or the brokerage they’re signing with—at least until the term agreement expires. ,['']
345,What is a CRS?,A certification for real estate agents who are top performers.  ,['']
346,What is closing?,The final phase of the mortgage loan process in which the property title (ownership) passes from the seller to the buyer. ,['']
347,What are closing costs?,"The fees that both the buyer and the seller pay on closing day (when ownership of the house officially goes from seller to buyer). If you’re the buyer, you pay fees to the people lending you cash to buy the house—if you’re the seller, your fees go toward the transfer of the title (ownership) and the real estate agent’s commission. ",['']
348,What is a closing disclosure?,"A final statement the buyer gets at least three days before closing (the day when ownership of the house is transferred) that lists all of the closing costs and final loan terms, like who’s paying and receiving the money on closing day. ",['']
349,What is commission?,"A percentage of a home’s sale price that the seller pays to the real estate agents for helping close the deal. The standard commission for a real estate transaction is typically 6% and is split between the seller’s agent and buyer’s agent—meaning both agents receive a 3% cut. So, if you’re buying or selling a $250,000 house, the agents would receive a total of $15,000 (or $7,500 each). Now, if you’re like us, when you’re charged a fee that big, it’d better be for a good reason, right? So, make sure you only work with an excellent agent you trust!  ",['']
350,What is comparitive market analysis?,"A strategy similar to an appraisal that agents use to help homeowners set the right price for their home. The CMA is determined by looking at similar homes in your area that have been sold in the last 4-6 months and assessing their selling price, time on the market, improvements, square footage etc.",['']
351,What is a condominium or condo?,Basically an apartment you own within a building or a complex of buildings and is generally much smaller in square-footage than a single-family home,['']
352,What are contigencies?,Conditions that have to be met for a home sale to go through. They protect the buyer and the seller from things that could go wrong during the sale and from losing everything if they are walking away from a deal.  ,['']
353,What is a conventional loan?,"A type of mortgage loan that is not insured or guaranteed by the government. Instead, the loan is backed by private lenders, and its insurance is usually paid by the borrower if the down payment is less than 20% of the home price. This is the most standard type of mortgage and the only kind we at Ramsey ever recommend (as long as it’s a 15-year fixed-rate one)—government loans come with risky terms and fees that can quickly get you buying a house when you’re not ready and paying way too much for it. ",['']
354,What is a conventional sale?,A home sale where the homeowner either doesn’t owe anything on the home or they owe less than the house is worth,['']
355,What is a conforming loan?,"Any Loan that conforms to underwriting guidelines like FHA VA, or Conventional (FNMA). These loans are typically sold off then packaged together in blocks. These blocks are called MBS, Mortgage-Backed Securities. You might hear your grandmother is told by her financial planner to by buy Fannie Mae FNMA Bonds…these are MB Securities. The reason they have to conform is so they can be packaged and treated all as one generic security. Note: Subprime loans (non-conforming) were securitized in the early 2000s, making bloated loans, bad loans look legitimate by the hedge funds doing this. The unraveling of these bad loans as securities was the sole cause of the 2008 financial crisis. So many large players had so much junk paper that when they mortgages started to fail so did the banks that owned them and caused a huge price drop in houses. ",['']
356,What are credit unions?,"Any Loan that conforms to underwriting guidelines like FHA VA, or Conventional (FNMA). These loans are typically sold off then packaged together in blocks. These blocks are called MBS, Mortgage-Backed Securities. You might hear your grandmother is told by her financial planner to by buy Fannie Mae FNMA Bonds…these are MB Securities. The reason they have to conform is so they can be packaged and treated all as one generic security. Note: Subprime loans (non-conforming) were securitized in the early 2000s, making bloated loans, bad loans look legitimate by the hedge funds doing this. The unraveling of these bad loans as securities was the sole cause of the 2008 financial crisis. So many large players had so much junk paper that when they mortgages started to fail so did the banks that owned them and caused a huge price drop in houses. ",['']
357,What are custom builds?,"Usually on a plot of land the homeowners have already purchased, these are home constructions that are managed by the owner or someone they hire as a general contractor to build a house the way the owner wants.",['']
358,What is a deed?,A legal document that transfers the ownership of property from a seller to a buyer. Both parties have to sign the document and file it with the local county to prove the transfer of ownership. ,['']
359,What is a down payment?,"The amount of cash a buyer pays for the home at closing. This isn’t borrowed from a lender – this is money you save up for and pay yourself. You should be paying a down payment that’s 20% or more of the home’s total price to avoid higher interest rates and private mortgage insurance (PMI) fees. If you haven’t hit that 20% mark after two years of intense saving, it’s okay to lower your goal to 15% or 10%, especially if you’re a first-time home buyer. But never buy a house with a down payment that’s lower than 10%—otherwise, you’ll be charged so much extra in interest and fees. It’s not worth it! You need that extra money to tackle home maintenance and your other financial goals.  ",['']
360,What is an earnest money deposit?,"Basically the same as a security deposit, earnest money is an amount of money a buyer pays early on in the buying process (usually about 1-5% of the house’s purchase price) to show a seller that they’re serious about buying their home. In exchange, the seller agrees to take the home off the market, make it available for inspections, and provide information to help complete the sale. ",['']
361,What is an FHA loan?,"A type of unconventional loan from the Federal Housing Administration for first-time buyers and people who might have a hard time getting approved for a conventional mortgage. You can get:  Minimized credit qualifications  Reduced down payment requirements  Cheaper closing costs  However, it can cost you a lot more (like, THOUSANDS more) down the road, which is why we never recommend this as an option.",['']
362,Can I not just buy or sell a house myself?,Always use a real estate agent (preferably an ELP)—never buy or sell by yourself. This is one of the biggest purchases you’ll ever make.,['']
363,Do I really need a home inspection?,Always get a Home Inspection. Just costs a few hundred dollars but even if you are an experienced contractor or buying the home as is the info is still worth it.,['house']
364,Should I get title insurance?,"Always get Title Insurance. This insures you are receiving clean or a clear title. If you’re getting a mortgage, the lender will require the purchase of “Mortgage Title Insurance” which covers the mortgage company. You also want “Owners Title Insurance” which covers the owner. If you are already buying Mortgage Title Insurance you can usually get a “Simultaneous Issue” of the Owners policy for less than $100. ALWAYS buy it.","['insurance', 'house']"
365,Do I need to have a survey done?,Always have a professional survey done if you are buying any property configuration other than a standard subdivision lot (they are safe). It is not unusual for the amount of acreage to have grown beyond reality in the seller’s mind.,['house']
366,"My friend says they are a good agent,can I work with them?",Don’t use a friend or relative as your agent. Use an ELP or another experienced pro,"['advisor', 'house']"
367,What mortgage should I get?,Don’t use a friend or relative as your agent. Use an ELP or another experienced pro,['']
368,How big of a down payment do I need?,"We recommend a 20% down payment so you can avoid private mortgage insurance (PMI). If 20% isn’t possible, save at least 10% for a down payment. ",['house']
369,How big should my mortgage payment be?,"Your monthly mortgage payment should be no more than 25% of your household income, including PMI, property taxes, insurance, and HOA fees.","['house', 'mortgage']"
370,Should I bother getting pre-approved for a mortgage?,Get preapproved for a mortgage before starting your house hunt.,['']
371,"I don't have a credit score, can I still get a mortgage?","If you don’t have a credit score, you can still get a mortgage with a lender that offers manual underwriting.","['mortgage', 'credit cards']"
372,Should I buy the best house in the neighborhood?,"Don’t buy the best house in the neighborhood. For equity’s sake, look for a house on the low/medium end of the best neighborhood instead of the best house in a cheap/run-down area.",['house']
373,I found a house but it has ugly carpet..,"Don’t buy the best house in the neighborhood. For equity’s sake, look for a house on the low/medium end of the best neighborhood instead of the best house in a cheap/run-down area.",['house']
374,"My house hasn't sold yet, but it should sell soon. Can I go ahead and buy a new house?",Never buy a house before you’ve sold your existing house.,['house']
375,We just got married! Should I buy a house?,"We recommend being married for at least a year before you buy a house. (Dave says, “So you know how close to live to the in-laws.”)","['marriage', 'house']"
376,How can I find an agent?,"Find a real estate agent who will super-serve you, negotiate the best deal, and sell your house fast! The best way to find that kind of service is through an Endorsed Local Provider (ELP).",['advisor']
377,Can I just sell the house myself?,"To get your home in front of enough buyers to sell it and ensure you make the most money you can, we don’t recommend “for sale by owner” (FSBO).",['advisor']
378,How do I know how much my hosue is worth?,The best way to determine your home’s value is to ask a real estate agent to run a comparative market analysis (CMA). They’ll use that to get an accurate estimate of what buyers in your market will pay for your home.,['']
379,What all do I need to do to sell my house?,"Set a home-selling timeline. Planning is the best way to keep the selling process stress-free. Key tasks to have in mind as you set dates include interviewing real estate agents, decluttering your home, hiring a home inspector, tackling home repairs, staging, deep cleaning, and taking photos.",['']
380,Who do you recommend as a real estate agent?,Real Estate Endorsed Local Providers (ELPs) ELPs are RamseyTrusted real estate agents at the top of their market who care about helping you find the right home for your budget or sell with confidence.,['advisor']
381,Do I have to pay taxes?,"You have to pay taxes: It doesn’t matter how much you hate taxes—you still have to pay them. But really, tax season should never be a surprise. It happens every year! Planning ahead for taxes should just be a normal part of your financial plan.",['tax']
382,Shouldn't I want a huge tax refund?,"Listen, a refund just means you’ve overpaid the government throughout the year. That means you’ve given Uncle Sam an interest-free loan. That’s dumb! Adjust your withholdings so you end up as close to $0 as possible. That means you’re getting as much money in your paychecks and still avoiding a big tax bill!",['tax']
383,Should I itemize?,"Itemizing is a bit of a hassle, but it’s worth the effort if you can claim enough deductions to lower your taxable income more than the standard deduction!",['tax']
384,Should I do my own taxes or work with a pro?,"Here’s the thing. If you have a super simple tax situation and you feel confident you can do it with online software, go for it with Ramsey SmartTax (free for Ramsey+ users)! But if you have a complicated situation or you’re just plain stressed about taxes, leave it to a pro. The ELP program makes it easy to find a tax pro you can trust. Trust us, it’s worth a few hundred dollars to have peace of mind about your taxes all year.","['tax', 'advisor']"
385,"I have a side hustle, what should I do for taxes?","If you’re comfortable filing your own taxes, we suggest Ramsey SmartTax (free for Ramsey+ users). You’ll only pay when you file, so if you ever want to stop the self-filing process and work with a pro—you can!",['']
386,Should I wait on paying off my mortgage for a tax deduction?,"Don’t keep your mortgage just for a tax write-off. That math doesn’t make any sense! Don’t worry about missing out on the tax deduction. Pay off your house as soon as you can!      Here’s a classic scenario Dave references: A $200,000 mortgage at 5% is $10,000 a year in interest. If you’re in a 25% tax bracket, that means you just paid $10,000 to the back to avoid sending $2,500 to the IRS. You just traded $2,500 for $10,000. ","['mortgage', 'tax']"
387,Who do you recommend for tax help?,"ELPs are RamseyTrusted tax advisors who do the heavy lifting of tax preparation, so you don’t have to. If you’re self-employed or your tax situation is complicated, an ELP can help take the stress out of tax season.  We only endorse certified public accountants (CPAs) and Enrolled Agents (EAs).  Our team vets each advisor before they join the program to make sure they meet our high standards and are passionate about serving with excellence.","['tax', 'advisor']"
388,What if my taxes seem pretty simple?,"Ramsey SmartTax is our budget-friendly tax software powered by TaxSlayer. It makes filing your taxes easier by covering all the forms and deductions you need with low, upfront pricing and no hidden fees.  Best for people who have a simple tax situation or feel confident using tax software.",['tax']
389,What types of insurance do you recommend?,These are the eight types of insurance we recommend:   auto insurance  homeowners/renters’ insurance   umbrella/liability insurance (if you have assets over $500K)   health insurance   long-term disability insurance  term life insurance  long-term care insurance (for ages 60 and up)  identity theft protection,['insurance']
390,Why should I get insurance?,The purpose of insurance is to transfer risk. You pay premiums for insurance to cover financial risk you can’t afford to cover on your own.,['insurance']
391,What is reason to get term life insurance?,The ultimate goal of buying term life insurance is to build wealth during the term of your policy so that you have enough in savings and investments to be self-insured.,['insurance']
392,Do I need insurance?,Insurance is a necessary part of your financial plan and wealth-building goals. You need it to protect your assets and your loved ones if something were to happen to you.,['insurance']
393,"If I'm only on baby step 1, do I still pay for insurance?","Term life, auto, health and homeowners’ insurance are essential, regardless of what Baby Steps you are on.",['insurance']
394,Who should I go to to get insurance?,Use an independent (non-branded) insurance agent who can shop around and get you the best rates (we recommend an insurance ELP).,['']
395,What insurance should I avoid?,"supplementals like accident, cancer and hospital indemnity  accidental death, prepaid burial policies  mortgage life insurance  short-term disability insurance (your 3–6 month of expenses should cover that)   dental insurance   vision insurance   hospital coverage  Avoid unnecessary riders like “accidental death” or “return of premium riders.”",['insurance']
396,Should I get auto insurance?,Make sure to get adequate auto coverage. State minimum auto insurance coverage is not adequate coverage (in most cases) and can open you up to more financial risk. Avoid state minimum coverage whenever possible.,['insurance']
397,Do I get liability coverage?,We recommend liability coverage.,['insurance']
398,What is enough liability on auto insurance?,"Carry adequate liability on your auto insurance ($500,000 minimum).",['insurance']
399,Do I need collision coverage?,"If your car is paid for, consider dropping collision on older cars.",['insurance']
400,Do i need home insurance?,All homeowners need homeowners’ insurance that covers the entire cost to replace your house. This is called extended dwelling coverage. That way you’ll have enough to rebuild your home if it were a total loss. ,"['house', 'insurance']"
401,Should I get liability protection?,Purchasing liability protection on your homeowner’s insurance policy is one of the best buys in the business. Liability insurance covers you against any lawsuits for bodily injury or property damage that occurs on your property.,['']
402,Do I need disaster insurance?,"If you live in a flood zone or other disaster-prone area (areas susceptible to earthquakes, forest fire, etc.), check your policy to be clear about what is covered by homeowners’ insurance and what you may need a separate policy for.",['insurance']
403,Do I need health insurance?,Everyone must have health insurance. Don’t even think of going without it.,['insurance']
404,How can I get lower premiums?,"In general, you can get lower premiums on your health insurance with a higher deductible health plan (HDHP).",['insurance']
405,How can I save on health insurance?,"We recommend using a health savings account (HSA) along with your HDHP to help cover the higher deductible and out-of-pocket costs. You’re not taxed on the money you put into your HSA, and you can use that money tax free to pay for medical expenses. The money rolls over year-to-year, and you can even invest your HSA money in mutual funds.",['']
406,Should I get disability insurance?,"Purchase long-term disability insurance that covers you if you are no longer able to do the job you were educated or trained to do because of sickness or injury.   We recommend long-term disability only, not short-term disability.",['insurance']
